ticker,ADBE,BA,CSCO,DIS,EQIX,FB,GOOG,JPM,KO,MCD,MSFT,NIO,NKE,NVDA,SBUX,SQ,V,WMT
ADBE,0.0,0.9556249597465793,0.8881330289535765,2.219484817129424,-0.4251499075377996,-0.2171959518312434,0.69627101306836,1.8275555363654286,-0.12011039334726303,0.02096256549878117,0.294958103261302,-0.355663251247887,0.30143905548681627,-0.04475259307749391,0.46116921471146277,1.1740659128827435,0.12406549803798539,-0.2957669639727758
BA,-0.9556249597465793,0.0,-0.06749193079300286,1.2638598573828446,-1.380774867284379,-1.1728209115778228,-0.2593539466782193,0.8719305766188492,-1.0757353530938425,-0.9346623942477982,-0.6606668564852773,-1.3112882109944664,-0.6541859042597631,-1.0003775528240733,-0.4944557450351166,0.21844095313616418,-0.831559461708594,-1.2513919237193551
CSCO,-0.8881330289535765,0.06749193079300286,0.0,1.3313517881758474,-1.313282936491376,-1.10532898078482,-0.19186201588521645,0.9394225074118521,-1.0082434223008394,-0.8671704634547953,-0.5931749256922745,-1.2437962802014635,-0.5866939734667602,-0.9328856220310704,-0.4269638142421137,0.28593288392916705,-0.7640675309155911,-1.1838999929263523
DIS,-2.219484817129424,-1.2638598573828446,-1.3313517881758474,0.0,-2.6446347246672235,-2.4366807689606675,-1.5232138040610639,-0.39192928076399536,-2.339595210476687,-2.1985222516306426,-1.924526713868122,-2.575148068377311,-1.9180457616426076,-2.264237410206918,-1.7583156024179611,-1.0454189042466804,-2.0954193190914383,-2.5152517811022
EQIX,0.4251499075377996,1.380774867284379,1.313282936491376,2.6446347246672235,0.0,0.20795395570655617,1.1214209206061596,2.252705443903228,0.30503951419053654,0.44611247303658075,0.7201080107991016,0.06948665628991257,0.7265889630246158,0.38039731446030567,0.8863191222492623,1.599215820420543,0.549215405575785,0.12938294356502378
FB,0.2171959518312434,1.1728209115778228,1.10532898078482,2.4366807689606675,-0.20795395570655617,0.0,0.9134669648996034,2.044751488196672,0.09708555848398037,0.23815851733002458,0.5121540550925454,-0.1384672994166436,0.5186350073180597,0.1724433587537495,0.6783651665427062,1.391261864713987,0.3412614498692288,-0.07857101214153239
GOOG,-0.69627101306836,0.2593539466782193,0.19186201588521645,1.5232138040610639,-1.1214209206061596,-0.9134669648996034,0.0,1.1312845232970685,-0.8163814064156231,-0.6753084475695789,-0.401312909807058,-1.051934264316247,-0.39483195758154377,-0.7410236061458539,-0.23510179835689726,0.4777948998143835,-0.5722055150303746,-0.9920379770411358
JPM,-1.8275555363654286,-0.8719305766188492,-0.9394225074118521,0.39192928076399536,-2.252705443903228,-2.044751488196672,-1.1312845232970685,0.0,-1.9476659297126915,-1.8065929708666473,-1.5325974331041265,-2.1832187876133156,-1.5261164808786123,-1.8723081294429225,-1.3663863216539658,-0.653489623482685,-1.7034900383274432,-2.1233225003382046
KO,0.12011039334726303,1.0757353530938425,1.0082434223008394,2.339595210476687,-0.30503951419053654,-0.09708555848398037,0.8163814064156231,1.9476659297126915,0.0,0.1410729588460442,0.41506849660856504,-0.23555285790062397,0.4215494488340793,0.07535780026976913,0.5812796080587258,1.2941763062300065,0.24417589138524842,-0.17565657062551276
MCD,-0.02096256549878117,0.9346623942477982,0.8671704634547953,2.1985222516306426,-0.44611247303658075,-0.23815851733002458,0.6753084475695789,1.8065929708666473,-0.1410729588460442,0.0,0.27399553776252084,-0.3766258167466682,0.2804764899880351,-0.06571515857627508,0.4402066492126816,1.1531033473839623,0.10310293253920422,-0.31672952947155697
MSFT,-0.294958103261302,0.6606668564852773,0.5931749256922745,1.924526713868122,-0.7201080107991016,-0.5121540550925454,0.401312909807058,1.5325974331041265,-0.41506849660856504,-0.27399553776252084,0.0,-0.650621354509189,0.006480952225514258,-0.3397106963387959,0.16621111145016076,0.8791078096214415,-0.17089260522331662,-0.5907250672340778
NIO,0.355663251247887,1.3112882109944664,1.2437962802014635,2.575148068377311,-0.06948665628991257,0.1384672994166436,1.051934264316247,2.1832187876133156,0.23555285790062397,0.3766258167466682,0.650621354509189,0.0,0.6571023067347033,0.3109106581703931,0.8168324659593498,1.5297291641306305,0.4797287492858724,0.059896287275111204
NKE,-0.30143905548681627,0.6541859042597631,0.5866939734667602,1.9180457616426076,-0.7265889630246158,-0.5186350073180597,0.39483195758154377,1.5261164808786123,-0.4215494488340793,-0.2804764899880351,-0.006480952225514258,-0.6571023067347033,0.0,-0.3461916485643102,0.1597301592246465,0.8726268573959273,-0.17737355744883088,-0.5972060194595921
NVDA,0.04475259307749391,1.0003775528240733,0.9328856220310704,2.264237410206918,-0.38039731446030567,-0.1724433587537495,0.7410236061458539,1.8723081294429225,-0.07535780026976913,0.06571515857627508,0.3397106963387959,-0.3109106581703931,0.3461916485643102,0.0,0.5059218077889567,1.2188185059602374,0.1688180911154793,-0.2510143708952819
SBUX,-0.46116921471146277,0.4944557450351166,0.4269638142421137,1.7583156024179611,-0.8863191222492623,-0.6783651665427062,0.23510179835689726,1.3663863216539658,-0.5812796080587258,-0.4402066492126816,-0.16621111145016076,-0.8168324659593498,-0.1597301592246465,-0.5059218077889567,0.0,0.7128966981712808,-0.3371037166734774,-0.7569361786842386
SQ,-1.1740659128827435,-0.21844095313616418,-0.28593288392916705,1.0454189042466804,-1.599215820420543,-1.391261864713987,-0.4777948998143835,0.653489623482685,-1.2941763062300065,-1.1531033473839623,-0.8791078096214415,-1.5297291641306305,-0.8726268573959273,-1.2188185059602374,-0.7128966981712808,0.0,-1.0500004148447581,-1.4698328768555193
V,-0.12406549803798539,0.831559461708594,0.7640675309155911,2.0954193190914383,-0.549215405575785,-0.3412614498692288,0.5722055150303746,1.7034900383274432,-0.24417589138524842,-0.10310293253920422,0.17089260522331662,-0.4797287492858724,0.17737355744883088,-0.1688180911154793,0.3371037166734774,1.0500004148447581,0.0,-0.4198324620107612
WMT,0.2957669639727758,1.2513919237193551,1.1838999929263523,2.5152517811022,-0.12938294356502378,0.07857101214153239,0.9920379770411358,2.1233225003382046,0.17565657062551276,0.31672952947155697,0.5907250672340778,-0.059896287275111204,0.5972060194595921,0.2510143708952819,0.7569361786842386,1.4698328768555193,0.4198324620107612,0.0
